"","ballot_ID","state","county","voted_2016","student_loan","faminc","child_u18","followed_event_fb","education","employment","social_media","marital_status","home_owner_status","voted_2012","birth_year","vote_method","health_insurance"
"215","38188","North Carolina","Guilford NC","democrat","yes",2,"no","No","highschool","other","Yes","Single","own","democrat",NA,"by mail","yes"
"216","56499","Pennsylvania","Chester PA","republican","no",5,"no",NA,"highschool","employed","No","Divorced","own","democrat",NA,NA,"yes"
"217","50304","Wisconsin","Douglas WI","republican","no",3,"no","No","highschool","retired","Yes","Married","own","democrat",NA,"in person ","yes"
"218","09282","Virginia","Arlington VA","democrat","no",12,"no","Yes","postgraduate","unemployed","Yes","Married","own","democrat",NA,"in person ","no"
"219","95570","Nevada","Clark NV",NA,"no",3,"no","Yes","highschool","retired","Yes","Divorced","rent","democrat",NA,NA,"yes"
"220","24651","New Hampshire","Belknap NH","republican","no",4,"no","No","undergraduate","retired","Yes","Single","rent","republican",NA,"in person ","no"
"221","94960","Georgia","Oconee GA",NA,"no",4,"no","No","undergraduate","employed","Yes","Single","own","republican",NA,"in person","no"
"222","06344","Georgia","DeKalb GA","democrat","no",10,"no","Yes","postgraduate","employed","Yes","Married","own","democrat",NA,"in person","no"
"223","53128","Minnesota","Dakota MN","republican","yes",8,"yes","Yes","postgraduate","employed","Yes","Divorced","rent","republican",NA,"in person ","no"
"224","42315","Minnesota","Dakota MN","democrat","no",9,"yes",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"225","12405","Arizona","Maricopa AZ","republican","no",12,"no","No","highschool","retired","Yes","Married","own","republican",NA,"by mail","yes"
"226","28508","Wisconsin","Waukesha WI","republican","no",13,"no",NA,"highschool","employed","No","Married","own","republican",NA,"in person","no"
"227","68012","Minnesota","St. Louis MN","republican","yes",4,"yes","No","highschool","other","Yes","Married","own","republican",NA,"in person ","yes"
"228","79566","Michigan","Otsego MI",NA,"no",2,"no",NA,"highschool","other","No","Married","own",NA,NA,NA,"yes"
"229","49139","Minnesota","Hennepin MN","democrat","yes",6,"no","Yes","undergraduate","employed","Yes","Single","other","democrat",NA,"in person","no"
"230","70265","Minnesota","Sherburne MN","republican","yes",8,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person","yes"
"231","09519","Florida","Manatee FL","republican","no",9,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,"by mail","no"
"232","31522","Arizona","Maricopa AZ","republican","yes",7,"yes","No","postgraduate","employed","Yes","Married","own",NA,NA,"in person ","no"
"233","62496","Georgia","Carroll GA",NA,"no",3,"no",NA,"highschool","retired","No","Widowed","own",NA,NA,NA,"no"
"234","06579","Pennsylvania","Crawford PA","republican","no",9,"no","Yes","highschool","other","Yes","Married","own","republican",NA,"in person ","no"
"235","35326","Arizona","Mohave AZ",NA,"no",4,"no","No","highschool","employed","Yes","Separated","own",NA,NA,NA,"yes"
"236","63786","North Carolina","Columbus NC","democrat","no",1,"yes","Yes","highschool","unemployed","Yes","Married","rent","democrat",NA,"in person ","yes"
"237","57713","Michigan","Monroe MI",NA,"no",32,"no","Yes","highschool","employed","Yes","Married","own","republican",NA,"in person ","no"
"238","30431","Virginia","Virginia Beach city VA",NA,"no",8,"no","No","postgraduate","employed","Yes","Married","rent","democrat",NA,"by mail","no"
"239","69908","New Hampshire","Grafton NH","democrat","no",14,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"240","02784","North Carolina","Mecklenburg NC","democrat","no",32,"no","Yes","highschool","employed","Yes","Single","own","democrat",NA,"in person","no"
"241","47333","North Carolina","Davie NC","republican","no",2,"yes",NA,"highschool","employed","No","Separated","own","democrat",NA,"in person ","no"
"242","31510","Wisconsin","Milwaukee WI","democrat","no",8,"no","No","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person","no"
"243","92825","Florida","Clay FL","democrat","no",3,"no",NA,"highschool","retired","No","Single","rent","democrat",NA,"in person ","yes"
"244","94549","Arizona","Maricopa AZ",NA,"no",5,"no",NA,"highschool","retired","No","Divorced","other",NA,NA,NA,"yes"
"245","78923","Pennsylvania","Allegheny PA","republican","no",4,"no","Yes","highschool","retired","Yes","Widowed","own","republican",NA,"in person ","yes"
"246","78509","Pennsylvania","Lackawanna PA","republican","no",32,"no","No","postgraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"247","63835","Michigan","Ogemaw MI",NA,"no",32,"no",NA,"highschool","other","No","Widowed","rent",NA,NA,NA,"yes"
"248","86262","Arizona","Maricopa AZ","democrat","no",13,"no",NA,"undergraduate","employed","No","Married","own","democrat",NA,"by mail","no"
"249","32539","Virginia","James City VA","republican","no",9,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person ","no"
"250","03635","Nevada","Douglas NV","democrat","no",9,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"in person","no"
"251","13115","Michigan","Osceola MI",NA,"no",2,"no",NA,"highschool","retired","No","Widowed","rent","democrat",NA,"by mail","yes"
"252","10324","Nevada","Clark NV",NA,NA,5,"no","Yes","postgraduate","employed","Yes","Single","rent","democrat",NA,NA,"no"
"253","21072","Virginia","Hampton city VA","republican","no",5,"no","No","undergraduate","retired","Yes","Widowed","own",NA,NA,"in person ","yes"
"254","98458","North Carolina","Mecklenburg NC","democrat","no",8,"no","No","undergraduate","employed","Yes","Domestic partnership","rent","democrat",NA,"in person ","no"
"255","70608","Pennsylvania","Allegheny PA","democrat","no",3,"yes","Yes","highschool","employed","Yes","Married","rent",NA,NA,"in person ","no"
"256","33513","Minnesota","Anoka MN","democrat","yes",5,"no",NA,"highschool","employed","No","Single","own","democrat",NA,"in person ","no"
"257","43613","Nevada","Clark NV",NA,"no",3,"yes",NA,"highschool","other","No","Married","rent",NA,NA,NA,"no"
"258","08023","Arizona","Maricopa AZ","republican","no",10,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"259","70379","Florida","Sarasota FL","not sure","no",32,"no",NA,"postgraduate","employed","No","Married","own",NA,NA,"in person ","yes"
"260","16182","Georgia","Cobb GA","democrat","no",10,"no",NA,"postgraduate","retired","No","Married","own","democrat",NA,"in person ","yes"
"261","41135","Virginia","Albemarle VA","democrat","no",10,"yes",NA,"undergraduate","employed","No","Married","own","democrat",NA,"in person ","no"
"262","59181","Florida","Palm Beach FL",NA,NA,9,"no",NA,"highschool","employed","No","Single","own","republican",NA,NA,"no"
"263","92548","Wisconsin","Milwaukee WI","democrat","yes",10,"no","No","highschool","student","Yes","Single","rent","democrat",NA,"in person ","no"
"264","33426","Florida","Broward FL","democrat","yes",8,"no","Yes","undergraduate","employed","Yes","Married","own","democrat",NA,"by mail","no"
"265","52161","Nevada","Washoe NV","republican","no",5,"no",NA,"postgraduate","retired","No","Divorced","rent","democrat",NA,"in person","no"
"266","83156","Minnesota","Hennepin MN","democrat","no",10,"no","Yes","undergraduate","employed","Yes","Separated","other","democrat",NA,"in person ","no"
"267","26390","Florida","Volusia FL","democrat","no",6,"no","No","undergraduate","employed","Yes","Separated","other",NA,NA,"in person ","no"
"268","57325","Georgia","Coweta GA","democrat","yes",6,"no","Yes","highschool","employed","Yes","Single","rent","democrat",NA,"in person ","no"
"269","87116","Florida","Sumter FL","republican","no",32,"no","No","highschool","retired","Yes","Widowed","own","republican",NA,"in person","yes"
"270","60184","Arizona","Maricopa AZ","republican","no",4,"no",NA,"highschool","retired","No","Widowed","rent","republican",NA,"by mail","yes"
"271","13151","Florida","Broward FL","democrat","no",32,"no","Yes","postgraduate","employed","Yes","Domestic partnership","own","democrat",NA,"in person","yes"
"272","54475","Virginia","Henrico VA","democrat","yes",9,"yes","Yes","undergraduate","employed","Yes","Married","own",NA,NA,"in person ","no"
"273","72759","Minnesota","Hennepin MN",NA,"yes",11,"no","No","undergraduate","retired","Yes","Divorced","rent","democrat",NA,NA,"yes"
"274","07406","Wisconsin","Kenosha WI",NA,"no",7,"no",NA,"highschool","other","No","Single","own","democrat",NA,"in person ","no"
"275","25998","Pennsylvania","Berks PA","democrat","no",4,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"276","47129","Florida","Escambia FL","democrat","yes",8,"no","No","undergraduate","employed","Yes","Married","own","democrat",NA,"in person ","no"
"277","41619","North Carolina","Davie NC",NA,NA,2,"yes",NA,"no_highschool","other","No","Separated","own","democrat",NA,NA,"yes"
"278","74567","Wisconsin","Winnebago WI",NA,"yes",10,"no","No","highschool","student","Yes","Single","other","democrat",NA,NA,"no"
"279","67059","Florida","Columbia FL",NA,"no",7,"yes",NA,"highschool","employed","No","Married","own","democrat",NA,NA,"no"
"280","16430","Arizona","Maricopa AZ","democrat","no",3,"no","Yes","highschool","retired","Yes","Married","own","democrat",NA,"by mail","yes"
"281","08851","Minnesota","Chisago MN","democrat","no",9,"no",NA,"highschool","retired","No","Married","own","republican",NA,"in person ","no"
"282","52672","Pennsylvania","Allegheny PA","republican","no",2,"yes","No","highschool","unemployed","Yes","Single","own","democrat",NA,"in person ","yes"
"283","66528","North Carolina","Buncombe NC",NA,"no",9,"no","No","undergraduate","employed","Yes","Married","rent","democrat",NA,"in person","no"
"284","31547","Florida","Indian River FL","republican","yes",6,"no","No","undergraduate","employed","Yes","Married","own","republican",NA,"in person","no"
"285","53372","Wisconsin","Marathon WI","republican","no",11,"no",NA,"undergraduate","employed","No","Married","own","republican",NA,"in person ","no"
"286","07501","Virginia","Fluvanna VA","democrat","no",7,"no","Yes","highschool","employed","Yes","Married","own","democrat",NA,"in person ","no"
"287","67199","Pennsylvania","Westmoreland PA","republican","no",6,"no","No","undergraduate","other","Yes","Married","own","republican",NA,"by mail","no"
"288","72172","Florida","Miami-Dade FL","democrat","yes",5,"no","No","undergraduate","other","Yes","Single","own","democrat",NA,"by mail","yes"
"289","30987","Pennsylvania","Berks PA","democrat","no",7,"no",NA,"highschool","employed","No","Married","own","democrat",NA,"in person ","no"
"290","79645","Colorado","Jefferson CO","republican","no",8,"no","No","highschool","employed","Yes","Married","own","republican",NA,"by mail","no"
"291","58507","Florida","Orange FL","democrat","no",2,"no",NA,"highschool","retired","No","Married","own","democrat",NA,"in person ","yes"
"292","36274","Florida","St. Lucie FL",NA,"no",5,"yes","No","highschool","employed","Yes","Married","rent",NA,NA,NA,"no"
"293","13964","Arizona","Maricopa AZ","democrat","no",32,"no","Yes","postgraduate","employed","Yes","Divorced","own","democrat",NA,"by mail","no"
"294","97972","Florida","Volusia FL","democrat","yes",6,"no","Yes","postgraduate","unemployed","Yes","Separated","rent","democrat",NA,"by mail","no"
"295","22661","Georgia","Cobb GA","democrat","yes",8,"no","Yes","undergraduate","employed","Yes","Single","rent","democrat",NA,"in person","no"
"296","80038","Florida","Seminole FL",NA,NA,9,"no","No","highschool","employed","Yes","Married","rent","democrat",NA,NA,"no"
"297","01721","Michigan","Washtenaw MI",NA,NA,3,"no","Yes","undergraduate","employed","Yes","Divorced","rent","democrat",NA,NA,"no"
"298","31641","Arizona","Pima AZ","democrat","yes",8,"no","No","highschool","employed","Yes","Married","own","democrat",NA,"by mail","no"
"299","74441","Nevada","Clark NV","democrat","yes",8,"no","No","postgraduate","employed","Yes","Single","own","democrat",NA,"in person","no"
"300","64187","North Carolina","Onslow NC",NA,"no",2,"yes","No","highschool","employed","Yes","Married","own",NA,NA,NA,"no"
"301","26270","Wisconsin","Wood WI","democrat","no",32,"no",NA,"highschool","unemployed","No","Divorced","own","democrat",NA,"in person ","yes"
"302","88133","Colorado","Adams CO","republican","no",5,"no",NA,"highschool","retired","No","Married","own","republican",NA,"by mail","yes"
"303","10524","North Carolina","Wake NC",NA,NA,32,"no","No","postgraduate","retired","Yes","Married","own","democrat",NA,NA,"yes"
"304","44040","Wisconsin","Chippewa WI","republican","no",6,"yes",NA,"highschool","employed","No","Married","own","republican",NA,"in person ","yes"
"305","58439","North Carolina","New Hanover NC","democrat","no",12,"yes",NA,"postgraduate","employed","No","Married","own","democrat",NA,"in person","no"
"306","88379","Virginia","Salem city VA","democrat","no",8,"no","No","highschool","employed","Yes","Single","own","democrat",NA,"in person ","no"
"307","89114","Wisconsin","Marathon WI",NA,NA,6,"yes","No","undergraduate","employed","Yes","Married","own","republican",NA,NA,"no"
"308","49258","Florida","Orange FL","republican","no",6,"no",NA,"undergraduate","retired","No","Married","own","republican",NA,"by mail","yes"
"309","83792","Florida","Alachua FL","democrat","no",4,"no","No","highschool","other","Yes","Married","own","did not vote",NA,"in person","yes"
"310","19325","Pennsylvania","Clearfield PA","republican","no",32,"no","No","highschool","other","Yes","Married","own","republican",NA,"in person ","no"
"311","94298","Colorado","Denver CO","republican","no",32,"no","No","undergraduate","other","Yes","Married","own","republican",NA,"by mail","no"
"312","47607","Georgia","Oconee GA",NA,"no",9,"yes","No","postgraduate","employed","Yes","Separated","own","did not vote",NA,"in person ","no"
"313","98834","Michigan","Wayne MI","democrat","no",4,"no","No","highschool","retired","Yes","Divorced","rent","republican",NA,"in person ","no"
